Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents,,
7/17/22 02:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 02:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 02:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:30,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:36,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:42,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 03:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:00,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:06,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:24,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:36,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:42,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 04:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:30,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:36,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:42,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 05:54,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:00,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:06,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:12,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:18,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:30,36.99832,-76.08903,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:36,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:42,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:48,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 06:54,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:00,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:06,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:12,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:18,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:24,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:30,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:42,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:48,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 07:54,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:00,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:06,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:12,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:18,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:30,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:42,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 08:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:06,36.99826,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:48,36.99825,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 09:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 10:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:06,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 11:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:06,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:12,36.99824,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:48,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 12:54,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:00,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:06,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 13:54,36.99825,-76.08899,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:00,36.99824,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:06,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:12,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:18,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:24,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:30,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:36,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:42,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:48,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 14:54,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:00,36.99831,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:06,36.99829,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:12,36.99827,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:18,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:36,36.99827,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:42,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:48,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 15:54,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:00,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:12,36.99829,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:36,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:48,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 16:54,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:00,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:12,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:24,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:36,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:42,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 17:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:00,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:36,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:42,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 18:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:18,36.99833,-76.08909,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:24,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:30,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:36,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:42,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:48,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 19:54,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:00,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:06,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:12,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:18,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:24,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:30,36.9983,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:42,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 20:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:06,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:12,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:18,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:24,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:30,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:36,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:42,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:48,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 21:54,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:00,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:06,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:12,36.99826,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:18,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:30,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:42,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 22:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:06,36.99825,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:12,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:18,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:30,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:42,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/17/22 23:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:12,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:18,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 00:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 01:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:00,36.99826,-76.0891,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:06,36.99828,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:12,36.99831,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:24,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:36,36.99831,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 02:54,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:36,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 03:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:06,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:12,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:36,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:42,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 04:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:00,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:12,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:36,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:42,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 05:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:00,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:18,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:36,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:42,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:48,36.99833,-76.08912,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 06:54,36.99833,-76.08899,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:00,36.99833,-76.0891,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:06,36.99832,-76.08917,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:12,36.99833,-76.08905,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:18,36.99833,-76.08915,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:24,36.99832,-76.08898,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:30,36.99832,-76.08899,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:36,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:42,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:48,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 07:54,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 08:00,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
7/18/22 08:06,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,,
