Time (UTC),Latitude,Longitude,Temperature QC,Temperature,Salinity QC,Salinity,Chlorophyll QC,Chlorophyll,Turbidity QC,Turbidity,Oxygen QC,Oxygen,Waves QC,Significant wave height,Wave from direction,Wave period,North surface currents,East surface currents,,
5/17/22 15:30,36.99836,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,234.22,-217.71
5/17/22 15:36,36.99836,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,229.55,-186.16
5/17/22 15:42,36.99836,-76.08902,2,,2,,2,,2,,2,,2,,2,,2,,220.34,-148.13
5/17/22 15:48,36.99836,-76.08907,2,,2,,2,,2,,2,,2,,2,,2,,215.45,-107.26
5/17/22 15:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,241.88,-25.38
5/17/22 16:00,36.99835,-76.08898,2,,2,,2,,2,,2,,2,,2,,2,,226.21,-1.55
5/17/22 16:06,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,200.82,15.93
5/17/22 16:12,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,184.24,44.98
5/17/22 16:18,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,166.05,74.45
5/17/22 16:24,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,163.54,88.85
5/17/22 16:30,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,151.66,119.76
5/17/22 16:36,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,130.13,138.34
5/17/22 16:42,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,104.37,149.39
5/17/22 16:48,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,97.62,168.55
5/17/22 16:54,36.99836,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,77.56,194.43
5/17/22 17:00,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,51.95,213.72
5/17/22 17:06,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,37.08,248.22
5/17/22 17:12,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-5.14,263.74
5/17/22 17:18,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-30.01,285
5/17/22 17:24,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-60.85,298.92
5/17/22 17:30,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-90.3,319.85
5/17/22 17:36,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-126.04,321.13
5/17/22 17:42,36.99833,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-170.18,294.39
5/17/22 17:48,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-192.65,281.19
5/17/22 17:54,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-182.78,252.38
5/17/22 18:00,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-176.83,246.39
5/17/22 18:06,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-154.24,263.68
5/17/22 18:12,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-137.54,266.68
5/17/22 18:18,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-140.11,264.53
5/17/22 18:24,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-125.77,259.47
5/17/22 18:30,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-110.4,301.46
5/17/22 18:36,36.99832,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-113.89,337.69
5/17/22 18:42,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-104.09,346.92
5/17/22 18:48,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-101.4,345.8
5/17/22 18:54,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-92.52,312.34
5/17/22 19:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-80.38,323
5/17/22 19:06,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-89.42,328.49
5/17/22 19:12,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-98.48,333.75
5/17/22 19:18,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-115.85,301.6
5/17/22 19:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-117.84,291.37
5/17/22 19:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-141.79,298.32
5/17/22 19:36,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-154.19,322.35
5/17/22 19:42,36.99826,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,-160.63,319.8
5/17/22 19:48,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-119.67,307.85
5/17/22 19:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-150.88,326.38
5/17/22 20:00,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-157.1,318.69
5/17/22 20:06,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-154.2,308.24
5/17/22 20:12,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-173.5,300.27
5/17/22 20:18,36.99823,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,-168.9,291.87
5/17/22 20:24,36.99825,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,-171.74,283.42
5/17/22 20:30,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-176.54,309.79
5/17/22 20:36,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-170.25,286.19
5/17/22 20:42,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-180.67,281.99
5/17/22 20:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-164.74,282.52
5/17/22 20:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-178.45,273.46
5/17/22 21:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-175.3,291.69
5/17/22 21:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-192.51,274.49
5/17/22 21:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-213.67,282.81
5/17/22 21:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-225.09,284.79
5/17/22 21:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-257.14,276.87
5/17/22 21:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-267.88,277.97
5/17/22 21:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-278.17,292.11
5/17/22 21:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-255.29,271
5/17/22 21:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-271.15,252.81
5/17/22 21:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-286.44,253.1
5/17/22 22:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-283.96,235.35
5/17/22 22:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-285.83,211.24
5/17/22 22:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-270.74,195.98
5/17/22 22:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-293.55,205.81
5/17/22 22:24,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-283.91,199.57
5/17/22 22:30,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-261.97,153.98
5/17/22 22:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-233.91,129.27
5/17/22 22:42,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-234.08,117.41
5/17/22 22:48,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-225.25,80.88
5/17/22 22:54,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-229.64,67.3
5/17/22 23:00,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-197.25,41.54
5/17/22 23:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-150.26,5.91
5/17/22 23:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-127.68,-16.45
5/17/22 23:18,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-88.69,-48.5
5/17/22 23:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-57.29,-44.29
5/17/22 23:30,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-36.08,-83.16
5/17/22 23:36,36.99826,-76.08909,2,,2,,2,,2,,2,,2,,2,,2,,-24.95,-123.59
5/17/22 23:42,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,50.19,-161.76
5/17/22 23:48,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,116.13,-170.48
5/17/22 23:54,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,126.26,-189
5/18/22 00:00,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,158.07,-228.21
5/18/22 00:06,36.99829,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,201.94,-268.3
5/18/22 00:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,212.25,-292
5/18/22 00:18,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,238.67,-321.63
5/18/22 00:24,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,237.61,-324.77
5/18/22 00:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,266.22,-336.2
5/18/22 00:36,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,272.64,-357.73
5/18/22 00:42,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,290.29,-360.62
5/18/22 00:48,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,303.63,-369.44
5/18/22 00:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,322.03,-377.3
5/18/22 01:00,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,352.03,-374.42
5/18/22 01:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,345.63,-372.7
5/18/22 01:12,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,366.55,-359.06
5/18/22 01:18,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,388.65,-382.61
5/18/22 01:24,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,396.85,-381.08
5/18/22 01:30,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,354.18,-349.42
5/18/22 01:36,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,342.89,-308.06
5/18/22 01:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,332.82,-301.17
5/18/22 01:48,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,314.37,-274.47
5/18/22 01:54,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,292.11,-252.5
5/18/22 02:00,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,300.19,-253.19
5/18/22 02:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,283.5,-269.66
5/18/22 02:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,279.82,-262.53
5/18/22 02:18,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,309.06,-298.26
5/18/22 02:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,258.68,-277.16
5/18/22 02:30,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,268.54,-304.98
5/18/22 02:36,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,215.38,-287.82
5/18/22 02:42,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,209.97,-284.99
5/18/22 02:48,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,144.3,-319.82
5/18/22 02:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,144.39,-308.14
5/18/22 03:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,177.47,-320.54
5/18/22 03:06,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,149.71,-253.87
5/18/22 03:12,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,158.87,-237.86
5/18/22 03:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,196.96,-243.38
5/18/22 03:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,246.41,-305.42
5/18/22 03:30,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,298.83,-309.8
5/18/22 03:36,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,344.38,-334.4
5/18/22 03:42,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,354.23,-377.14
5/18/22 03:48,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,396.1,-381.33
5/18/22 03:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,384.1,-373.89
5/18/22 04:00,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,376.36,-376.27
5/18/22 04:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,363.51,-344.29
5/18/22 04:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,346.18,-307.23
5/18/22 04:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,348,-265.74
5/18/22 04:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,341.96,-241.75
5/18/22 04:30,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,334.73,-221.42
5/18/22 04:36,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,343.13,-198.21
5/18/22 04:42,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,336.41,-181.75
5/18/22 04:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,278.53,-161.97
5/18/22 04:54,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,264.77,-146.81
5/18/22 05:00,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,225.28,-119.66
5/18/22 05:06,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,175.86,-72.45
5/18/22 05:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,156.58,-69.14
5/18/22 05:18,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,149.37,-43.13
5/18/22 05:24,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,180.26,-30.42
5/18/22 05:30,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,153.34,-4.24
5/18/22 05:36,36.99833,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,141.68,42.83
5/18/22 05:42,36.99833,-76.08916,2,,2,,2,,2,,2,,2,,2,,2,,108.32,102.75
5/18/22 05:48,36.99833,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,161.34,199.15
5/18/22 05:54,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,228.52,181.44
5/18/22 06:00,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,176.94,136.6
5/18/22 06:06,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,135.03,172.61
5/18/22 06:12,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,100.91,182.67
5/18/22 06:18,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,68.96,202.59
5/18/22 06:24,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,44.64,220.21
5/18/22 06:30,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,33.2,218.25
5/18/22 06:36,36.99832,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,22.85,222.16
5/18/22 06:42,36.99827,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-13.74,246.04
5/18/22 06:48,36.99826,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,-38.87,256.58
5/18/22 06:54,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-112.75,228.64
5/18/22 07:00,36.99826,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-111.89,218.31
5/18/22 07:06,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-94.87,264.91
5/18/22 07:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-118.66,298.1
5/18/22 07:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-171.9,374.24
5/18/22 07:24,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-196.75,378.97
5/18/22 07:30,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-254.27,411.31
5/18/22 07:36,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-293.39,454.99
5/18/22 07:42,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-309.99,486.99
5/18/22 07:48,36.99826,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-330.63,503.8
5/18/22 07:54,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-330.06,529.55
5/18/22 08:00,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-346.78,564.92
5/18/22 08:06,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-378.63,599.08
5/18/22 08:12,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-383.01,605.09
5/18/22 08:18,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-400.89,606.83
5/18/22 08:24,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-420.95,608.6
5/18/22 08:30,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-435.33,600.56
5/18/22 08:36,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-456.16,607.85
5/18/22 08:42,36.99825,-76.08896,2,,2,,2,,2,,2,,2,,2,,2,,-471.22,597.96
5/18/22 08:48,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-485.74,590.09
5/18/22 08:54,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-498.85,586.03
5/18/22 09:00,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-500.5,567.47
5/18/22 09:06,36.99825,-76.08895,2,,2,,2,,2,,2,,2,,2,,2,,-500.11,565.07
5/18/22 09:12,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-497.14,527.21
5/18/22 09:18,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-489.09,519.16
5/18/22 09:24,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-518.42,502.97
5/18/22 09:30,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-533.67,499.51
5/18/22 09:36,36.99825,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-553.16,492.51
5/18/22 09:42,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-560.95,480.59
5/18/22 09:48,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-580.02,480.84
5/18/22 09:54,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-586.21,471.07
5/18/22 10:00,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-594.99,464.09
5/18/22 10:06,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-618.29,449.89
5/18/22 10:12,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-635.73,448.97
5/18/22 10:18,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-646.23,437.7
5/18/22 10:24,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-657.36,432.16
5/18/22 10:30,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-626.84,427.08
5/18/22 10:36,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-615.6,420.49
5/18/22 10:42,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-627.15,404.95
5/18/22 10:48,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-628.46,425.43
5/18/22 10:54,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-614.9,401.96
5/18/22 11:00,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-606.41,384.59
5/18/22 11:06,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-601.16,368.33
5/18/22 11:12,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-597.28,362.16
5/18/22 11:18,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-597,345.82
5/18/22 11:24,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-567.19,328.26
5/18/22 11:30,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-549.01,319.65
5/18/22 11:36,36.99821,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-527.15,301.18
5/18/22 11:42,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-496.82,269.98
5/18/22 11:48,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-473.52,246.78
5/18/22 11:54,36.99822,-76.08903,2,,2,,2,,2,,2,,2,,2,,2,,-464.68,234.47
5/18/22 12:00,36.99822,-76.08898,2,,2,,2,,2,,2,,2,,2,,2,,-432.64,217.31
5/18/22 12:06,36.99822,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-413.16,199.18
5/18/22 12:12,36.99823,-76.08897,2,,2,,2,,2,,2,,2,,2,,2,,-393.3,177.83
5/18/22 12:18,36.99823,-76.08903,2,,2,,2,,2,,2,,2,,2,,2,,-351.54,137.96
5/18/22 12:24,36.99822,-76.08916,2,,2,,2,,2,,2,,2,,2,,2,,-339.8,130.32
5/18/22 12:30,36.99822,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-339.78,101.03
5/18/22 12:36,36.99822,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-322.44,83.6
5/18/22 12:42,36.99823,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-285.64,64.58
5/18/22 12:48,36.99822,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-253.76,39.88
5/18/22 12:54,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-219.37,31.51
5/18/22 13:00,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-199.29,7.27
5/18/22 13:06,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-163.92,-21.21
5/18/22 13:12,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-165.94,-29.55
5/18/22 13:18,36.99825,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,-139.68,-53.41
5/18/22 13:24,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-109.84,-96.48
5/18/22 13:30,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-93.56,-106.85
5/18/22 13:36,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-65.42,-129.44
5/18/22 13:42,36.99825,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,-26.9,-144.28
5/18/22 13:48,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,19.48,-168.82
5/18/22 13:54,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,46.02,-186.76
5/18/22 14:00,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,71.64,-187.88
5/18/22 14:06,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,106.61,-191.29
5/18/22 14:12,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,109.26,-201.87
5/18/22 14:18,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,128.89,-206.76
5/18/22 14:24,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,116.65,-200.57
5/18/22 14:30,36.99826,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,124.54,-203.09
5/18/22 14:36,36.99826,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,134.01,-213.1
5/18/22 14:42,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,136.31,-211.09
5/18/22 14:48,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,125.89,-221.86
5/18/22 14:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,125.68,-218.79
5/18/22 15:00,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,121.23,-219.01
5/18/22 15:06,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,130.22,-211.78
5/18/22 15:12,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,143.5,-199.21
5/18/22 15:18,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,140.07,-203.11
5/18/22 15:24,36.99832,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,129.54,-189.09
5/18/22 15:30,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,123.85,-196.97
5/18/22 15:36,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,125.39,-168.9
5/18/22 15:42,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,131.53,-175.73
5/18/22 15:48,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,136.56,-165.34
5/18/22 15:54,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,135.41,-151.15
5/18/22 16:00,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,136.45,-136.86
5/18/22 16:06,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,148.93,-119.2
5/18/22 16:12,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,150.64,-100.85
5/18/22 16:18,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,154.76,-83.27
5/18/22 16:24,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,142.92,-88.03
5/18/22 16:30,36.99833,-76.08921,2,,2,,2,,2,,2,,2,,2,,2,,136.07,-63.98
5/18/22 16:36,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,139.61,-46.6
5/18/22 16:42,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,145.09,-36.67
5/18/22 16:48,36.99833,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,145.44,-9.96
5/18/22 16:54,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,148.5,1.4
5/18/22 17:00,36.99832,-76.0892,2,,2,,2,,2,,2,,2,,2,,2,,138.18,8.81
5/18/22 17:06,36.99832,-76.08919,2,,2,,2,,2,,2,,2,,2,,2,,134.8,22.23
