date,package,title
2014-12-08 ,bdynsys,Bayesian Dynamical System Model 
2014-12-08 ,breakage,SICM pipette tip geometry estimation 
2014-12-07 ,BayesianAnimalTracker,Bayesian Melding of GPS and DR Path for Animal Tracking 
2014-12-07 ,dashboard,Interactive Data Visualization with D3.js 
2014-12-05 ,okmesonet,Retrieve Oklahoma Mesonet climatological data 
2014-12-04 ,extWeibQuant,Estimate Lower Extreme Quantile with the Censored Weibull MLE and Censored Weibull Mixture 
2014-12-04 ,NPS,Convenience Functions and Tests for Working With the Net Promoter Score (NPS) 
2014-12-03 ,rngSetSeed,Seeding the Default RNG with a Numeric Vector 
2014-12-03 ,sequences,Generic and Biological Sequences 
2014-12-02 ,MOrder,Check Time Homogeneity and Markov Chain Order 
2014-12-02 ,radar,Fundamental Formulas for Radar 
2014-12-02 ,VAR.etp,"VAR modelling: estimation, testing, and prediction "
2014-12-01 ,kriging,Ordinary Kriging 
2014-12-01 ,MindOnStats,Data sets included in Utts and Heckard's Mind on Statistics 
2014-12-01 ,ssd,Sample Size Determination (SSD) for Unordered Categorical Data 
2014-11-27 ,DECIDE,DEComposition of Indirect and Direct Effects 
2014-11-27 ,miRtest,combined miRNA- and mRNA-testing 
2014-11-26 ,EstSimPDMP,Estimation and Simulation for PDMPs 
2014-11-26 ,SunterSampling,Sunter's sampling design 
2014-11-25 ,acss,Algorithmic Complexity for Short Strings 
2014-11-25 ,maboost,Binary and Multiclass Boosting Algorithms 
2014-11-25 ,musicNMR,Conversion of Nuclear Magnetic Resonance spectrum in audio file 
2014-11-22 ,proteomics,Statistical Analysis of High Throughput Proteomics Data 
2014-11-20 ,gset,Group Sequential Design in Equivalence Studies 
2014-11-20 ,RAPIDR,Reliable Accurate Prenatal non-Invasive Diagnosis R package 
2014-11-19 ,QuACN,QuACN: Quantitative Analysis of Complex Networks 
2014-11-19 ,SEAsic,Score Equity Assessment- summary index computation 
2014-11-19 ,sqlutils,Utilities for working with SQL files 
2014-11-17 ,randtests,Testing randomness in R 
2014-11-13 ,toxtestD,Experimental design for binary toxicity tests 
2014-11-11 ,lymphclon,Accurate Estimation of Clonal Coincidences and Abundances from Biological Replicates 
2014-11-10 ,episplineDensity,Density Estimation with Soft Information by Exponential Epi-splines 
2014-11-10 ,ionflows,Calculate the Number of Required Flows for Semiconductor Sequencing 
2014-11-05 ,hcp,Change Point Estimation for Regression with Heteroscedastic Data 
2014-11-05 ,MGL,Module Graphical Lasso 
2014-11-05 ,strap,Stratigraphic Tree Analysis for Palaeontology 
2014-11-03 ,CombinePValue,Combine a Vector of Correlated p-values 
2014-11-03 ,ScoreGGUM,Score Persons Using the Generalized Graded Unfolding Model 
2014-11-03 ,sdcTarget,Statistical Disclosure Control Substitution Matrix Calculator 
2014-11-02 ,bcpa,Behavioral change point analysis of animal movement 
2014-11-01 ,kaps,K-Adaptive Partitioning for Survival data 
2014-10-31 ,tuple,"Find every match, or orphan, duplicate, triplicate, or other replicated values "
2014-10-28 ,CateSelection,Categorical Variable Selection Methods 
2014-10-28 ,lassoscore,High-Dimensional Inference with the Penalized Score Test 
2014-10-27 ,qdm,Fitting a Quadrilateral Dissimilarity Model to Same-Different Judgments 
2014-10-27 ,ropensecretsapi,R Package for the OpenSecrets.org API 
2014-10-25 ,ivpack,Instrumental Variable Estimation 
2014-10-20 ,icapca,Mixed ICA/PCA 
2014-10-20 ,MDSGUI,A GUI for interactive MDS in R 
2014-10-20 ,Rook,Rook - a web server interface for R 
2014-10-18 ,rareNMtests,Ecological and biogeographical null model tests for comparing rarefaction curves 
2014-10-16 ,Metatron,Meta-analysis for Classification Data and Correction to Imperfect Reference 
2014-10-16 ,RcmdrPlugin.steepness,Steepness Rcmdr Plug-in 
2014-10-15 ,nsgp,Non-Stationary Gaussian Process Regression 
2014-10-15 ,vetools,Tools for Venezuelan Environmental Data 
2014-10-14 ,dice,Calculate probabilities of various dice-rolling events 
2014-10-13 ,datamart,Unified access to your data sources 
2014-10-09 ,minqa,Derivative-free optimization algorithms by quadratic approximation 
2014-10-09 ,mpcv,Multivariate Process Capability Vector 
2014-10-08 ,Rdsm,Threads Environment for R 
2014-10-07 ,VecStatGraphs3D,Vector analysis using graphical and analytical methods in 3D 
2014-10-06 ,GISTools,Some further GIS capabilities for R 
2014-10-06 ,lllcrc,Local Log-linear Models for Capture-Recapture 
2014-10-06 ,NB,Maximum Likelihood method in estimating effective population size from genetic data 
2014-10-05 ,catIrt,An R Package for Simulating IRT-Based Computerized Adaptive Tests 
2014-09-29 ,atmcmc,Automatically Tuned Markov Chain Monte Carlo 
2014-09-28 ,neural,Neural Networks 
2014-09-26 ,GenWin,Spline Based Window Boundaries for Genomic Analyses 
2014-09-21 ,RcmdrPlugin.MA,Graphical User Interface for Conducting Meta-Analyses in R 
2014-09-21 ,sendmailR,send email using R 
2014-09-21 ,trotter,"Pseudo-Vectors Containing All Permutations, Combinations and Subsets of Objects Taken from a Vector "
2014-09-20 ,Density.T.HoldOut,Density.T.HoldOut: Non-combinatorial T-estimation Hold-Out for density estimation 
2014-09-19 ,edgeRun,More Powerful Unconditional Testing of Negative Binomial Means for Digital Gene Expression Data 
2014-09-19 ,opentraj,Tools for Creating and Analysing Air Trajectory Data 
2014-09-17 ,RadioSonde,Tools for plotting skew-T diagrams and wind profiles 
2014-09-15 ,propOverlap,Feature (gene) selection based on the Proportional Overlapping Scores 
2014-09-14 ,RcmdrPlugin.coin,Rcmdr Coin Plug-In 
2014-09-11 ,rChoiceDialogs,rChoiceDialogs collection 
2014-09-10 ,eegkitdata,Data for package eegkit 
2014-09-10 ,ForwardSearch,Forward Search using asymptotic theory 
2014-09-10 ,saery,Small Area Estimation for Rao and Yu Model 
2014-09-09 ,globalOptTests,Objective functions for benchmarking the performance of global optimization algorithms 
2014-09-08 ,lunar,"Lunar Phase & Distance, Seasons and Other Environmental Factors "
2014-09-07 ,bionetdata,Biological and chemical data networks 
2014-09-07 ,PerfMeas,PerfMeas: Performance Measures for ranking and classification tasks 
2014-09-04 ,cooptrees,Cooperative aspects of optimal trees in weighted graphs 
2014-09-04 ,helloJavaWorld,Hello Java World 
2014-09-04 ,idr,Irreproducible discovery rate 
2014-09-04 ,insuranceData,A Collection of Insurance Datasets Useful in Risk Classification in Non-life Insurance 
2014-09-04 ,MRCV,Methods for Analyzing Multiple Response Categorical Variables (MRCVs) 
2014-09-04 ,pqantimalarials,web tool for estimating under-five deaths caused by poor-quality antimalarials in sub-Saharan Africa 
2014-09-02 ,exactmeta,Exact fixed effect meta analysis 
2014-09-02 ,optrees,Optimal Trees in Weighted Graphs 
2014-08-31 ,lbfgs,Limited-memory BFGS Optimization 
2014-08-29 ,BIOM.utils,Utilities for the BIOM (Biological Observation Matrix) Format 
2014-08-29 ,Eplot,Plotting longitudinal series 
2014-08-28 ,cgAUC,Calculate AUC-type measure when gold standard is continuous and the corresponding optimal linear combination of variables with respect to it 
2014-08-27 ,MultiSV,MultiSV: an R package for identification of structural variations in multiple populations based on whole genome resequencing 
2014-08-25 ,granova,Graphical Analysis of Variance 
2014-08-23 ,mppa,Statistics for analysing multiple simultaneous point processes on the real line 
2014-08-23 ,pauwels2014,Bayesian Experimental Design for Systems Biology 
2014-08-22 ,wpp2012,World Population Prospects 2012 
2014-08-22 ,xlsxjars,Package required POI jars for the xlsx package 
2014-08-18 ,bigmemory.sri,A shared resource interface for Bigmemory Project packages 
2014-08-18 ,mvrtn,Mean and Variance of Truncated Normal Distribution 
2014-08-15 ,gCat,Graph-based two-sample tests for categorical data 
2014-08-15 ,pycno,Pycnophylactic Interpolation 
2014-08-15 ,rtype,A strong type system for R 
2014-08-14 ,trimTrees,Trimmed opinion pools of trees in a random forest 
2014-08-13 ,dicionariosIBGE,Dictionaries for reading microdata surveys from IBGE 
2014-08-13 ,growthrate,Bayesian reconstruction of growth velocity 
2014-08-12 ,astrodatR,Astronomical Data 
2014-08-12 ,Xmisc,Xiaobei's miscellaneous classes and functions 
2014-08-11 ,ibeemd,Irregular-lattice based ensemble empirical mode decomposition 
2014-08-11 ,threeboost,Thresholded variable selection and prediction based on estimating equations 
2014-08-10 ,UScancer,"Create US cancer datasets from SEER, IARC, and US Census data "
2014-08-10 ,vrtest,Variance Ratio tests and other tests for Martingale Difference Hypothesis 
2014-08-09 ,astrolibR,Astronomy Users Library 
2014-08-08 ,itertools2,itertools2: Functions creating iterators for efficient looping 
2014-08-03 ,sanitizers,C/C++ source code to trigger Address and Undefined Behaviour Sanitizers 
2014-08-01 ,subgroup,Methods for exploring treatment effect heterogeneity in subgroup analysis of clinical trials 
2014-07-31 ,agsemisc,Miscellaneous plotting and utility functions 
2014-07-28 ,cosinor,Tools for estimating and predicting the cosinor model 
2014-07-24 ,mtk,Mexico ToolKit library (MTK) 
2014-07-23 ,ReorderCluster,Reordering the dendrogram according to the class labels 
2014-07-22 ,leapp,latent effect adjustment after primary projection 
2014-07-22 ,nasaweather,Collection of datasets from the ASA 2006 data expo 
2014-07-21 ,ineq,"Measuring Inequality, Concentration, and Poverty "
2014-07-20 ,SBRect,Detecting structural breaks using rectangle covering (non-parametric method) 
2014-07-16 ,functional,"Curry, Compose, and other higher-order functions "
2014-07-16 ,GCAI.bias,Guided Correction Approach for Inherited bias (GCAI.bias) 
2014-07-15 ,quad,Exact permutation moments of quadratic form statistics 
2014-07-10 ,CondReg,Condition Number Regularized Covariance Estimation 
2014-07-10 ,COSINE,COndition SpecIfic sub-NEtwork 
2014-07-09 ,crossReg,Confidence intervals for crossover points of two simple regression lines 
2014-07-08 ,EvoRAG,Evolutionary Rates Across Gradients 
2014-07-08 ,RmixmodCombi,Combining Mixture Components for Clustering 
2014-07-06 ,rkvo,Read Key/Value Pair Observations 
2014-07-05 ,ForIT,Functions from the 2nd Italian Forest Inventory (INFC) 
2014-07-05 ,Thinknum,Thinknum Data Connection 
2014-07-03 ,mcc,Moment Corrected Correlation 
2014-07-03 ,qualCI,Causal Inference with Qualitative and Ordinal Information on Outcomes 
2014-07-02 ,MAVTgsa,"Three methods to identify differentially expressed gene sets, ordinary least square test, Multivariate Analysis Of Variance test with n contrasts and Random forest "
2014-06-30 ,CORM,The Clustering of Regression Models Method 
2014-06-30 ,stressr,Fetch and plot financial stress index and component data 
2014-06-26 ,ezsim,provide an easy to use framework to conduct simulation 
2014-06-26 ,pedigreemm,Pedigree-based mixed-effects models 
2014-06-24 ,FisHiCal,Iterative FISH-based Calibration of Hi-C Data 
2014-06-24 ,matlab,MATLAB emulation package 
2014-06-24 ,RWBP,Detects spatial outliers using a Random Walk on Bipartite Graph 
2014-06-24 ,rwt,Rice Wavelet Toolbox wrapper 
2014-06-23 ,rClinicalCodes,R tools for integrating with the www.clinicalcodes.org repository 
2014-06-21 ,bcpmeta,Bayesian Multiple Changepoint Detection Using Metadata 
2014-06-19 ,hazus,Damage functions from FEMA's HAZUS software for use in modeling financial losses from natural disasters 
2014-06-18 ,localsolver,R API to LocalSolver 
2014-06-16 ,arnie,"""Arnie"" box office records 1982-2014 "
2014-06-14 ,rbitcoinchartsapi,R Package for the BitCoinCharts.com API 
2014-06-13 ,DeducerText,Deducer GUI for Text Data 
2014-06-13 ,ElstonStewart,Elston-Stewart Algorithm 
2014-06-12 ,ustyc,Fetch US Treasury yield curve data 
2014-06-11 ,tm.plugin.alceste,Import texts from files in the Alceste format using the tm text mining framework 
2014-06-10 ,gsmoothr,Smoothing tools 
2014-06-10 ,HiCseg,Detection of domains in HiC data 
2014-06-10 ,ICsurv,A package for semiparametric regression analysis of interval-censored data 
2014-06-07 ,genasis,Global ENvironmental ASsessment Information System (GENASIS) computational tools 
2014-06-07 ,Interact,Tests for marginal interactions in a 2 class response model 
2014-06-05 ,vbsr,Variational Bayes Spike Regression Regularized Linear Models 
2014-06-04 ,ChargeTransport,Charge Transfer Rates and Charge Carrier Mobilities 
2014-06-03 ,ebSNP,Genotyping and SNP calling using single-sample next generation sequencing data 
2014-06-02 ,dissUtils,Utilities for making pairwise comparisons of multivariate data 
2014-06-02 ,rHealthDataGov,Retrieve data sets from the HealthData.gov data API 
2014-05-31 ,pbo,Probability of Backtest Overfitting 
2014-05-30 ,interventionalDBN,Interventional Inference for Dynamic Bayesian Networks 
2014-05-30 ,SensitivityCaseControl,Sensitivity Analysis for Case-Control Studies 
2014-05-27 ,bmmix,Bayesian multinomial mixture 
2014-05-23 ,rpart.utils,"Tools for parsing and manipulating rpart objects, including generating machine readable rules "
2014-05-19 ,hawkes,Hawkes process simulation and calibration toolkit 
2014-05-18 ,cstar,Substantive significance testing for regression estimates and marginal effects 
2014-05-16 ,dynia,Fit Dynamic Intervention Model 
2014-05-14 ,erpR,"Event-related potentials (ERP) analysis, graphics and utility functions "
2014-05-14 ,hydroApps,Tools and models for hydrological applications 
2014-05-13 ,cutoffR,CUTOFF: A Spatio-temporal Imputation Method 
2014-05-13 ,samplingEstimates,Sampling Estimates 
2014-05-09 ,msap,Statistical analysis for Methylation-sensitive Amplification Polymorphism data 
2014-05-08 ,rbundler,Rbundler manages an application's dependencies systematically and repeatedly 
2014-05-06 ,bandit,Functions for simple A/B split test and multi-armed bandit analysis 
2014-05-06 ,FLR,Fuzzy Logic Rule Classifier 
2014-05-06 ,KappaV,"Calculates ""vectorial Kappa"", an index of congruence between patchy mosaics "
2014-05-05 ,truncSP,Semi-parametric estimators of truncated regression models 
2014-05-02 ,NominalLogisticBiplot,Biplot representations of categorical data 
2014-05-01 ,MultiCNVDetect,Multiple Copy Number Variation Detection 
2014-05-01 ,nplplot,Plotting linkage and association results 
2014-04-30 ,lar,History of labour relations package 
2014-04-28 ,mcheatmaps,Multiple matrices heatmap visualization 
2014-04-27 ,plusser,A Google+ Interface for R 
2014-04-25 ,flux,Flux rate calculation from dynamic closed chamber measurements 
2014-04-24 ,MILC,MIcrosimulation Lung Cancer (MILC) model 
2014-04-23 ,classifly,Explore classification models in high dimensions 
2014-04-23 ,meifly,Interactive model exploration using GGobi 
2014-04-22 ,kcirt,k-Cube Thurstonian IRT Models 
2014-04-19 ,RApiSerialize,R API Serialization 
2014-04-19 ,RTextureMetrics,Functions for calculation of texture metrics for Grey Level Co-occurrence Matrices 
2014-04-19 ,rWBclimate,A package for accessing World Bank climate data 
2014-04-15 ,Johnson,Johnson Transformation 
2014-04-15 ,NBPSeq,Negative Binomial Models for RNA-Sequencing Data 
2014-04-15 ,RGIFT,Create quizzes in GIFT Format 
2014-04-14 ,LOGICOIL,LOGICOIL: multi-state prediction of coiled-coil oligomeric state 
2014-04-12 ,BootPR,Bootstrap Prediction Intervals and Bias-Corrected Forecasting 
2014-04-12 ,earlywarnings,Early Warning Signals Toolbox for Detecting Critical Transitions in Timeseries 
2014-04-10 ,ora,Convenient Tools for Working with Oracle Databases 
2014-04-09 ,cuttlefish.model,An R package to perform LPUE standardization and stock assessment of the English Channel cuttlefish stock using a two-stage biomass model 
2014-04-05 ,acss.data,Data Only: Algorithmic Complexity of Short Strings (Computed via Coding Theorem Method) 
2014-04-05 ,isotonic.pen,Penalized Isotonic Regression in one and two dimensions 
2014-04-03 ,pcg,Preconditioned Conjugate Gradient Algorithm for solving Ax=b 
2014-04-01 ,tosls,Instrumental Variables Two Stage Least Squares estimation 
2014-03-28 ,FacPad,Bayesian Sparse Factor Analysis model for the inference of pathways responsive to drug treatment 
2014-03-28 ,invGauss,Threshold regression that fits the (randomized drift) inverse Gaussian distribution to survival data 
2014-03-27 ,iFad,An integrative factor analysis model for drug-pathway association inference 
2014-03-26 ,Rphylip,An R interface for PHYLIP 
2014-03-25 ,Devore7,"Data sets from Devore's ""Prob and Stat for Eng (7th ed)"" "
2014-03-25 ,ivfixed,Instrumental fixed effect panel data model 
2014-03-24 ,lsdv,Least square dummy variable regression 
2014-03-20 ,deepnet,deep learning toolkit in R 
2014-03-20 ,Paneldata,Linear models for panel data 
2014-03-19 ,fontcm,Computer Modern font for use with extrafont package 
2014-03-19 ,PKreport,A reporting pipeline for checking population pharmacokinetic model assumption 
2014-03-15 ,sbioPN,sbioPN: Simulation of deterministic and stochastic spatial biochemical reaction networks using Petri Nets 
2014-03-14 ,ykmeans,K-means using a target variable 
2014-03-12 ,binomlogit,Efficient MCMC for Binomial Logit Models 
2014-03-12 ,itertools,Iterator Tools 
2014-03-12 ,LIStest,Tests of independence based on the Longest Increasing Subsequence 
2014-03-12 ,normtest,Tests for Normality 
2014-03-11 ,SASmixed,"Data sets from ""SAS System for Mixed Models"" "
2014-03-10 ,XML2R,EasieR XML data collection 
2014-03-09 ,regsubseq,Detect and Test Regular Sequences and Subsequences 
2014-03-07 ,geneSignatureFinder,A Gene-signatures finder tools 
2014-03-07 ,gptk,Gaussian Processes Tool-Kit 
2014-03-07 ,Jmisc,Julian Miscellaneous Function 
2014-03-06 ,covreg,A simultaneous regression model for the mean and covariance 
2014-03-06 ,flowfield,Forecasts future values of a univariate time series 
2014-03-06 ,mixRasch,Mixture Rasch Models with JMLE 
2014-03-05 ,FDRreg,False discovery rate regression 
2014-03-04 ,bioPN,Simulation of deterministic and stochastic biochemical reaction networks using Petri Nets 
2014-03-04 ,Table1Heatmap,Table 1 Heatmap 
2014-03-02 ,partitionMetric,Compute a distance metric between two partitions of a set 
2014-02-28 ,morgenstemning,Color schemes compatible with red-green color perception difficulties 
2014-02-24 ,gridBase,Integration of base and grid graphics 
2014-02-24 ,mvc,Multi-View Clustering 
2014-02-24 ,RYoudaoTranslate,R package provide functions to translate English words into Chinese 
2014-02-22 ,blender,Analyze biotic homogenization of landscapes 
2014-02-22 ,bursts,Markov model for bursty behavior in streams 
2014-02-22 ,hcci,Interval estimation for the parameters of linear models with heteroskedasticity (Wild Bootstrap) 
2014-02-21 ,eulerian,eulerian: A package to find eulerian paths from graphs 
2014-02-21 ,lpmodeler,Modeler for linear programs (LP) and mixed integer linear programs (MILP) 
2014-02-21 ,SPAr,Perform rare variants association analysis based on summation of partition approaches 
2014-02-21 ,zendeskR,Zendesk API Wrapper 
2014-02-20 ,lorec,LOw Rand and sparsE Covariance matrix estimation 
2014-02-20 ,OLScurve,OLS growth curve trajectories 
2014-02-20 ,RFreak,R/FrEAK interface 
2014-02-19 ,mGSZ,Gene set analysis based on GSZ-scoring function and asymptotic p-value 
2014-02-17 ,RcmdrPlugin.pointG,Graphical POINT of view for questionnaire data Rcmdr Plug-In 
2014-02-17 ,turner,Turn vectors and lists of vectors into indexed structures 
2014-02-16 ,DTComPair,Comparison of Binary Diagnostic Tests in a Paired Study Design 
2014-02-13 ,rsae,Robust Small Area Estimation 
2014-02-12 ,QCGWAS,Quality Control of Genome Wide Association Study results 
2014-02-11 ,HMMCont,Hidden Markov Model for Continuous Observations Processes 
2014-02-10 ,npst,Generalization of Hewitt's Seasonality Test 
2014-02-07 ,cpca,Methods to perform Common Principal Component Analysis (CPCA) 
2014-02-05 ,paf,Attributable Fraction Function for Censored Survival Data 
2014-02-03 ,MetABEL,Meta-analysis of genome-wide SNP association results 
2014-02-01 ,vbdm,Variational Bayes Discrete Mixture Model 
2014-01-31 ,SBSA,Simplified Bayesian Sensitivity Analysis 
2014-01-28 ,CVcalibration,Estimation of the Calibration Equation with Error-in Observations 
2014-01-27 ,ebal,Entropy reweighting to create balanced samples 
2014-01-27 ,Synth,Synthetic Control Group Method for Comparative Case Studies 
2014-01-26 ,sqliter,Connection wrapper to SQLite databases 
2014-01-25 ,PEMM,A Penalized EM algorithm incorporating missing-data mechanism 
2014-01-23 ,sigclust,Statistical Significance of Clustering 
2014-01-20 ,HUM,compute HUM value and visualize ROC curves 
2014-01-19 ,blockmatrix,blockmatrix: Tools to solve algebraic systems with partitioned matrices 
2014-01-18 ,HBSTM,Hierarchical Bayesian Space-Time models for Gaussian space-time data 
2014-01-17 ,SCORER2,SCORER 2.0: an algorithm for distinguishing parallel dimeric and trimeric coiled-coil sequences 
2014-01-17 ,wpp2008,World Population Prospects 2008 
2014-01-15 ,clustsig,Significant Cluster Analysis 
2014-01-14 ,iDynoR,R Analysis package for iDynoMiCS Simulation Results 
2014-01-14 ,linkim,Linkage information based genotype imputation method 
2014-01-14 ,RockFab,Rock fabric and strain analysis tools 
2014-01-11 ,DSBayes,Bayesian subgroup analysis in clinical trials 
2014-01-10 ,plRasch,Log Linear by Linear Association models and Rasch family models by pseudolikelihood estimation 
2014-01-09 ,cwm,Cluster Weighted Models by EM algorithm 
2014-01-06 ,robcor,Robust Correlations 
2014-01-06 ,sfa,Stochastic Frontier Analysis 
2014-01-04 ,DESnowball,Bagging with Distance-based Regression for Differential Gene Expression Analyses 
2014-01-02 ,PedCNV,An implementation for association analysis with CNV data 
2014-01-02 ,robustgam,Robust Estimation for Generalized Additive Models 
2014-01-01 ,PLRModels,Statistical inference in partial linear regression models 
2013-12-30 ,dtt,Discrete Trigonometric Transforms 
2013-12-27 ,saves,Fast load variables 
2013-12-27 ,SIN,A SINful Approach to Selection of Gaussian Graphical Markov Models 
2013-12-26 ,cpk,Clinical Pharmacokinetics 
2013-12-24 ,RcmdrPlugin.sos,Efficiently search the R help pages 
2013-12-24 ,safeBinaryRegression,Safe Binary Regression 
2013-12-24 ,TSTutorial,Fitting and Predict Time Series Interactive Laboratory 
2013-12-23 ,SHIP,SHrinkage covariance Incorporating Prior knowledge 
2013-12-19 ,AssotesteR,Statistical Tests for Genetic Association Studies 
2013-12-19 ,colortools,Tools for colors in a Hue-Saturation-Value (HSV) color model 
2013-12-18 ,bvls,The Stark-Parker algorithm for bounded-variable least squares 
2013-12-18 ,HWEBayes,Bayesian investigation of Hardy-Weinberg Equilibrium via estimation and testing 
2013-12-18 ,VHDClassification,Discrimination/Classification in very high dimension with linear and quadratic rules 
2013-12-17 ,g.data,Delayed-Data Packages 
2013-12-16 ,RobRSVD,Robust Regularized Singular Value Decomposition 
2013-12-15 ,svdvisual,SVD visualization tools 
2013-12-13 ,HIV.LifeTables,HIV calibrated model life tables for countries with generalized HIV epidemics 
2013-12-12 ,BACCO,Bayesian Analysis of Computer Code Output (BACCO) 
2013-12-12 ,dmt,Dependency Modeling Toolkit 
2013-12-12 ,mleur,Maximum likelihood unit root test 
2013-12-11 ,SOAR,Memory management in R by delayed assignments 
2013-12-10 ,conics,Plot Conics 
2013-12-07 ,hflights,Flights that departed Houston in 2011 
2013-12-05 ,MaXact,Exact max-type Cochran-Armitage trend test(CATT) 
2013-12-05 ,Sample.Size,Sample size calculation 
2013-12-04 ,obs.agree,An R package to assess agreement between observers 
2013-12-03 ,png,Read and write PNG images 
2013-12-03 ,RCassandra,R/Cassandra interface 
2013-12-02 ,GrassmannOptim,Grassmann Manifold Optimization 
2013-12-01 ,exptest,Tests for Exponentiality 
2013-11-29 ,cycloids,cycloids 
2013-11-28 ,aml,Adaptive Mixed LASSO 
2013-11-28 ,LCFdata,Data sets for package “LMERConvenienceFunctions” 
2013-11-25 ,dils,Data-Informed Link Strength. Combine multiple-relationship networks into a single weighted network. Impute (fill-in) missing network links 
2013-11-25 ,frontiles,Partial Frontier Efficiency Analysis 
2013-11-25 ,humanFormat,Human-friendly formatting functions 
2013-11-23 ,growthmodels,Nonlinear Growth Models 
2013-11-22 ,msgpackR,A library to serialize or unserialize data in MessagePack format 
2013-11-21 ,osmar,OpenStreetMap and R 
2013-11-19 ,somebm,some Brownian motions simulation functions 
2013-11-19 ,VLF,Frequency Matrix Approach for Assessing Very Low Frequency Variants in Sequence Records 
2013-11-18 ,codadiags,"Markov chain Monte Carlo burn-in based on ""bridge"" statistics "
2013-11-18 ,eqs2lavaan,EQS Output Conversion to lavaan Functions 
2013-11-18 ,rbefdata,BEFdata R package 
2013-11-16 ,grade,Binary Grading functions for R 
2013-11-15 ,DiscriMiner,Tools of the Trade for Discriminant Analysis 
2013-11-14 ,tester,Tests and checks characteristics of R objects 
2013-11-13 ,HaploSim,Functions to simulate haplotypes 
2013-11-12 ,colorfulVennPlot,"Plot and add custom coloring to Venn diagrams for 2-dimensional, 3-dimensional and 4-dimensional data "
2013-11-12 ,robustfa,An Object Oriented Solution for Robust Factor Analysis 
2013-11-11 ,GenKern,Functions for generating and manipulating binned kernel density estimates 
2013-11-11 ,rGammaGamma,Gamma convolutions for methylation array background correction 
2013-11-06 ,RGenetics,R packages for genetics research 
2013-11-05 ,sspline,Smoothing Splines on the Sphere 
2013-11-04 ,matie,Measuring Association and Testing Independence Efficiently 
2013-11-04 ,mvShapiroTest,Generalized Shapiro-Wilk test for multivariate normality 
2013-11-03 ,pedigree,Pedigree functions 
2013-11-02 ,prinsimp,Finding and plotting simple basis vectors for multivariate data 
2013-10-31 ,ACD,Categorical data analysis with complete or missing responses 
2013-10-31 ,lmf,Functions for estimation and inference of selection in age-structured populations 
2013-10-29 ,cluster.datasets,Cluster Analysis Data Sets 
2013-10-25 ,dgof,Discrete Goodness-of-Fit Tests 
2013-10-25 ,SPARQL,SPARQL client 
2013-10-24 ,BASIX,BASIX: An efficient C/C++ toolset for R 
2013-10-24 ,mcgibbsit,Warnes and Raftery's MCGibbsit MCMC diagnostic 
2013-10-23 ,fbRanks,Association Football (Soccer) Ranking via Poisson Regression 
2013-10-22 ,snapshot,Gadget N-body cosmological simulation code snapshot I/O utilities 
2013-10-22 ,sphereplot,Spherical plotting 
2013-10-21 ,mQTL,Metabolomic Quantitative Trait Locus Mapping 
2013-10-17 ,RTConnect,Tools for analyzing sales report files of iTunes Connect 
2013-10-16 ,NormalGamma,Normal-gamma convolution model 
2013-10-15 ,cvq2,Calculate the predictive squared correlation coefficient 
2013-10-15 ,zoom,A spatial data visualization tool 
2013-10-13 ,shinyRGL,Shiny Wrappers for RGL 
2013-10-12 ,cpa,Confirmatory Path Analysis through the d-sep tests 
2013-10-11 ,GlobalDeviance,Global Deviance Permutation Tests 
2013-10-11 ,OptHedging,Estimation of value and hedging strategy of call and put options 
2013-10-07 ,censNID,censored NID samples 
2013-10-07 ,migration.indices,Migration indices 
2013-10-04 ,TDD,Time-Domain Deconvolution of Seismometer Response 
2013-10-01 ,PsumtSim,Simulations of grouped responses relative to baseline 
2013-09-30 ,topsis,TOPSIS method for multiple-criteria decision making (MCDM) 
2013-09-25 ,SubCultCon,Maximum-Likelihood Cultural Consensus Analysis with Sub-Cultures 
2013-09-23 ,animalTrack,Animal track reconstruction for high frequency 2-dimensional (2D) or 3-dimensional (3D) movement data 
2013-09-23 ,EffectsRelBaseline,Test changes of a grouped response relative to baseline 
2013-09-23 ,hzar,Hybrid Zone Analysis using R 
2013-09-23 ,LSMonteCarlo,American options pricing with Least Squares Monte Carlo method 
2013-09-19 ,prLogistic,Estimation of Prevalence Ratios using Logistic Models 
2013-09-17 ,GABi,Framework for Generalized Subspace Pattern Mining 
2013-09-16 ,SMCRM,Data Sets for Statistical Methods in Customer Relationship Management by Kumar and Petersen (2012) 
2013-09-16 ,speccalt,"Alternative spectral clustering, with automatic estimation of k "
2013-09-15 ,forensim,Statistical tools for the interpretation of forensic DNA mixtures 
2013-09-14 ,EILA,Efficient Inference of Local Ancestry 
2013-09-12 ,logcondens.mode,"Compute MLE of Log-Concave Density on R with Fixed Mode, and Perform Inference for the Mode "
2013-09-11 ,pastis,Phylogenetic Assembly with Soft Taxonomic Inferences 
2013-09-10 ,FREQ,FREQ: Estimate population size from capture frequencies 
2013-09-08 ,ttwa,Travel To Work Area 
2013-09-07 ,ALSCPC,Accelerated line search algorithm for simultaneous orthogonal transformation of several positive definite symmetric matrices to nearly diagonal form 
2013-09-05 ,G1DBN,A package performing Dynamic Bayesian Network inference 
2013-09-03 ,RFGLS,Rapid Feasible Generalized Least Squares 
2013-08-27 ,VaRES,Computes value at risk and expected shortfall for over 100 parametric distributions 
2013-08-23 ,corTools,Tools for processing data after a Genome Wide Association Study 
